"orig","dest","sov","hov2","hov3","bike","walk"
5,2,20.4374661736742,22.4812127910416,23.5030860997253,30.6561992605113,30.6561992605113
6,2,21.7512286238721,23.9263514862593,25.0139129174529,32.6268429358081,32.6268429358081
7,2,18.5877002602097,20.4464702862307,21.3758552992412,27.8815503903146,27.8815503903146
8,2,19.3323739319241,21.2656113251166,22.2322300217128,28.9985608978862,28.9985608978862
9,2,18.856942380477,20.7426366185247,21.6854837375486,28.2854135707155,28.2854135707155
10,2,13.3232541159852,14.6555795275838,15.321742233383,19.9848811739778,19.9848811739778
11,2,19.4338255782717,21.3772081360989,22.3488994150125,29.1507383674076,29.1507383674076
12,2,21.2168324416733,23.3385156858406,24.3993573079243,31.8252486625099,31.8252486625099
13,2,15.3060884016235,16.8366972417858,17.602001661867,22.9591326024352,22.9591326024352
14,2,19.4196321130495,21.3615953243545,22.332576930007,29.1294481695743,29.1294481695743
15,2,22.9062490191738,25.1968739210912,26.3421863720499,34.3593735287607,34.3593735287607
16,2,16.5178113146424,18.1695924461067,18.9954830118388,24.7767169719636,24.7767169719636
17,2,19.8796013751646,21.867561512681,22.8615415814392,29.8194020627468,29.8194020627468
18,2,18.2428144079085,20.0670958486994,20.9792365690948,27.3642216118628,27.3642216118628
19,2,20.6972664967873,22.7669931464661,23.8018564713054,31.045899745181,31.045899745181
20,2,19.2165885280239,21.1382473808263,22.0990768072275,28.8248827920359,28.8248827920359
21,2,20.7275053802951,22.8002559183246,23.8366311873394,31.0912580704427,31.0912580704427
22,2,23.8327876292859,26.2160663922145,27.4077057736787,35.7491814439288,35.7491814439288
23,2,18.5971860475796,20.4569046523376,21.3867639547165,27.8957790713694,27.8957790713694
24,2,18.2964686715261,20.1261155386788,21.0409389722551,27.4447030072892,27.4447030072892
25,2,19.9938113346401,21.9931924681042,22.9928830348362,29.9907170019602,29.9907170019602
26,2,25.8781006907535,28.4659107598289,29.7598157943665,38.8171510361303,38.8171510361303
27,2,17.9787683844523,19.7766452228976,20.6755836421202,26.9681525766785,26.9681525766785
28,2,14.0995905164276,15.5095495680703,16.2145290938917,21.1493857746414,21.1493857746414
29,2,17.4351738212921,19.1786912034213,20.0504498944859,26.1527607319382,26.1527607319382
30,2,26.7105339328159,29.3815873260974,30.7171140227382,40.0658008992238,40.0658008992238
31,2,28.6223453135468,31.4845798449015,32.9156971105788,42.9335179703202,42.9335179703202
32,2,21.7316171175983,23.9047788293581,24.991359685238,32.5974256763974,32.5974256763974
33,2,18.2370665626499,20.0607732189149,20.9726265470474,27.3555998439749,27.3555998439749
34,2,15.8553060616545,17.44083666782,18.2336019709027,23.7829590924818,23.7829590924818
35,2,21.1513114418462,23.2664425860308,24.3240081581232,31.7269671627693,31.7269671627693
36,2,19.2587548004627,21.184630280509,22.1475680205321,28.8881322006941,28.8881322006941
37,2,17.4605332429791,19.206586567277,20.0796132294259,26.1907998644686,26.1907998644686
38,2,22.4559031719621,24.7014934891583,25.8242886477564,33.6838547579432,33.6838547579432
39,2,17.3265541522892,19.0592095675181,19.9255372751326,25.9898312284338,25.9898312284338
40,2,21.7587518762454,23.93462706387,25.0225646576823,32.6381278143682,32.6381278143682
41,2,25.7309892427419,28.3040881670161,29.5906376291531,38.5964838641128,38.5964838641128
42,2,16.910179127399,18.6011970401389,19.4467059965088,25.3652686910985,25.3652686910985
43,2,22.8241922193088,25.1066114412397,26.2478210522051,34.2362883289632,34.2362883289632
44,2,20.6601166468773,22.726128311565,23.7591341439088,30.9901749703159,30.9901749703159
45,2,23.0859373315376,25.3945310646913,26.5488279312682,34.6289059973063,34.6289059973063
46,2,20.8556973799078,22.9412671178985,23.9840519868939,31.2835460698617,31.2835460698617
47,2,20.9948406456339,23.0943247101973,24.144066742479,31.4922609684508,31.4922609684508
48,2,20.9065732147636,22.99723053624,24.0425591969782,31.3598598221454,31.3598598221454
49,2,19.9324377499328,21.9256815249261,22.9223034124227,29.8986566248992,29.8986566248992
50,2,19.969409317935,21.9663502497285,22.9648207156253,29.9541139769026,29.9541139769026
1,3,19.0153159886941,20.9168475875635,21.8676133869982,28.5229739830411,28.5229739830411
2,3,22.3902858390897,24.6293144229987,25.7488287149532,33.5854287586346,33.5854287586346
3,3,26.7220896590703,29.3942986249773,30.7304031079309,40.0831344886055,40.0831344886055
4,3,20.0031477152252,22.0034624867477,23.003619872509,30.0047215728378,30.0047215728378
5,3,17.4855068471851,19.2340575319036,20.1083328742628,26.2282602707776,26.2282602707776
6,3,13.0708376260829,14.3779213886912,15.0314632699953,19.6062564391243,19.6062564391243
7,3,15.7154509561294,17.2869960517424,18.0727685995488,23.5731764341942,23.5731764341942
8,3,15.1393259299855,16.653258522984,17.4102248194833,22.7089888949782,22.7089888949782
9,3,17.3289188184393,19.0618107002833,19.9282566412052,25.993378227659,25.993378227659
10,3,18.2607280807884,20.0868008888672,20.9998372929066,27.3910921211825,27.3910921211825
11,3,19.8915979038072,21.8807576941879,22.8753375893783,29.8373968557108,29.8373968557108
12,3,15.0528504747634,16.5581355222397,17.3107780459779,22.579275712145,22.579275712145
13,3,21.2187780835585,23.3406558919143,24.4015947960923,31.8281671253377,31.8281671253377
14,3,20.990830514751,23.0899135662261,24.1394550919637,31.4862457721265,31.4862457721265
15,3,22.7914890976087,25.0706380073696,26.2102124622501,34.1872336464131,34.1872336464131
16,3,24.7919793368519,27.2711772705371,28.5107762373797,37.1879690052779,37.1879690052779
17,3,17.1062447669611,18.8168692436572,19.6721814820052,25.6593671504416,25.6593671504416
18,3,13.3600575065016,14.6960632571518,15.3640661324769,20.0400862597524,20.0400862597524
19,3,14.4557196807754,15.901291648853,16.6240776328917,21.6835795211632,21.6835795211632
20,3,21.2918769926377,23.4210646919015,24.4856585415334,31.9378154889566,31.9378154889566
21,3,19.7184288598272,21.6902717458099,22.6761931888013,29.5776432897408,29.5776432897408
22,3,20.2234045438579,22.2457449982437,23.2569152254366,30.3351068157869,30.3351068157869
23,3,18.8053714899127,20.685908638904,21.6261772133996,28.2080572348691,28.2080572348691
24,3,12.009844511674,13.2108289628414,13.8113211884251,18.014766767511,18.014766767511
25,3,18.6652299590298,20.5317529549328,21.4650144528843,27.9978449385447,27.9978449385447
26,3,19.1858445853836,21.104429043922,22.0637212731912,28.7787668780754,28.7787668780754
27,3,26.2543221667203,28.8797543833923,30.1924704917283,39.3814832500804,39.3814832500804
28,3,19.6576330532212,21.6233963585433,22.6062780112044,29.4864495798318,29.4864495798318
29,3,22.5812169210443,24.8393386131487,25.9683994592009,33.8718253815664,33.8718253815664
30,3,22.3628723730665,24.5991596103732,25.7173032290265,33.5443085595998,33.5443085595998
31,3,32.1093466658713,35.3202813324585,36.925748665752,48.164019998807,48.164019998807
32,3,18.4403457016389,20.2843802718028,21.2063975568848,27.6605185524584,27.6605185524584
33,3,15.7677347000665,17.3445081700732,18.1328949050765,23.6516020500998,23.6516020500998
34,3,19.5333581469624,21.4866939616586,22.4633618690068,29.3000372204436,29.3000372204436
35,3,28.7329164904165,31.6062081394581,33.0428539639789,43.0993747356247,43.0993747356247
36,3,11.6976779224111,12.8674457146522,13.4523296107728,17.5465168836167,17.5465168836167
37,3,22.4841836965122,24.7326020661634,25.856811250989,33.7262755447683,33.7262755447683
38,3,16.8592870944262,18.5452158038689,19.3881801585902,25.2889306416393,25.2889306416393
39,3,22.1534957981917,24.3688453780109,25.4765201679205,33.2302436972875,33.2302436972875
40,3,15.8575715396844,17.4433286936528,18.236207270637,23.7863573095266,23.7863573095266
41,3,18.8888747866462,20.7777622653108,21.7222060046431,28.3333121799692,28.3333121799692
42,3,19.9444380782199,21.9388818860419,22.9361037899529,29.9166571173299,29.9166571173299
43,3,21.4798359059034,23.6278194964937,24.7018112917889,32.2197538588551,32.2197538588551
44,3,24.2390420159859,26.6629462175845,27.8748983183838,36.3585630239788,36.3585630239788
45,3,23.8849472801023,26.2734420081126,27.4676893721177,35.8274209201535,35.8274209201535
46,3,28.0750573258839,30.8825630584723,32.2863159247664,42.1125859888258,42.1125859888258
47,3,18.459702125201,20.305672337721,21.2286574439811,27.6895531878014,27.6895531878014
48,3,18.1412693855388,19.9553963240927,20.8624597933696,27.2119040783082,27.2119040783082
49,3,18.5737231621638,20.4310954783802,21.3597816364883,27.8605847432457,27.8605847432457
50,3,27.4845825483379,30.2330408031717,31.6072699305886,41.2268738225069,41.2268738225069
1,4,23.1338998852693,25.4472898737962,26.6039848680597,34.7008498279039,34.7008498279039
2,4,16.0414875148202,17.6456362663023,18.4477106420433,24.0622312722303,24.0622312722303
3,4,18.3877406165239,20.2265146781762,21.1459017090024,27.5816109247858,27.5816109247858
4,4,18.8900535408891,20.779058894978,21.7235615720224,28.3350803113336,28.3350803113336
5,4,21.2898056539441,23.4187862193385,24.4832765020357,31.9347084809162,31.9347084809162
6,4,16.7464968390287,18.4211465229315,19.258471364883,25.119745258543,25.119745258543
7,4,17.2120058318256,18.9332064150082,19.7938067065995,25.8180087477385,25.8180087477385
8,4,20.239445544493,22.2633900989423,23.275362376167,30.3591683167395,30.3591683167395
9,4,16.9344390506837,18.627882955752,19.4746049082862,25.4016585760255,25.4016585760255
10,4,21.4139727824136,23.555370060655,24.6260686997757,32.1209591736204,32.1209591736204
11,4,18.58671955214,20.445391507354,21.374727484961,27.8800793282101,27.8800793282101
12,4,15.5538460538841,17.1092306592725,17.8869229619667,23.3307690808262,23.3307690808262
13,4,15.9410519206328,17.5351571126961,18.3322097087277,23.9115778809492,23.9115778809492
14,4,18.597936583917,20.4577302423087,21.3876270715046,27.8969048758755,27.8969048758755
15,4,20.2527779408297,22.2780557349127,23.2906946319542,30.3791669112446,30.3791669112446
16,4,22.4765277975098,24.7241805772608,25.8480069671363,33.7147916962647,33.7147916962647
17,4,27.1974759811078,29.9172235792185,31.2770973782739,40.7962139716616,40.7962139716616
18,4,21.8478491498777,24.0326340648655,25.1250265223593,32.7717737248165,32.7717737248165
19,4,16.1020712736821,17.7122784010503,18.5173819647344,24.1531069105232,24.1531069105232
20,4,25.806473335275,28.3871206688025,29.6774443355662,38.7097100029125,38.7097100029125
21,4,22.7892531883373,25.068178507171,26.2076411665878,34.1838797825059,34.1838797825059
22,4,15.1860863761396,16.7046950137536,17.4639993325606,22.7791295642094,22.7791295642094
23,4,24.6134644372456,27.0748108809702,28.3054841028325,36.9201966558685,36.9201966558685
24,4,20.6660200859906,22.7326220945896,23.7659230988892,30.9990301289859,30.9990301289859
25,4,14.9451445548319,16.4396590103151,17.1869162380567,22.4177168322479,22.4177168322479
26,4,15.3431910375228,16.8775101412751,17.6446696931512,23.0147865562842,23.0147865562842
27,4,17.3038349239049,19.0342184162954,19.8994101624907,25.9557523858574,25.9557523858574
28,4,16.3260526419885,17.9586579061874,18.7749605382868,24.4890789629828,24.4890789629828
29,4,14.5980836352058,16.0578919987264,16.7877961804867,21.8971254528088,21.8971254528088
30,4,14.7184929736984,16.1903422710683,16.9262669197532,22.0777394605476,22.0777394605476
31,4,21.4188339433431,23.5607173376774,24.6316590348446,32.1282509150147,32.1282509150147
32,4,24.5980061815427,27.057806799697,28.2877071087741,36.8970092723141,36.8970092723141
33,4,17.9662494514195,19.7628743965615,20.6611868691325,26.9493741771293,26.9493741771293
34,4,22.9422612030142,25.2364873233156,26.3836003834663,34.4133918045213,34.4133918045213
35,4,25.3707107146919,27.9077817861611,29.1763173218957,38.0560660720378,38.0560660720378
36,4,24.1820978553304,26.6003076408634,27.8094125336299,36.2731467829956,36.2731467829956
37,4,24.2920158516109,26.721217436772,27.9358182293525,36.4380237774164,36.4380237774164
38,4,20.960721125319,23.0567932378509,24.1048292941168,31.4410816879785,31.4410816879785
39,4,18.5798393338077,20.4378232671885,21.3668152338789,27.8697590007116,27.8697590007116
40,4,12.7143706659676,13.9858077325644,14.6215262658628,19.0715559989515,19.0715559989515
41,4,24.588952345441,27.0478475799851,28.2772951972571,36.8834285181615,36.8834285181615
42,4,20.8784589350126,22.9663048285138,24.0102277752644,31.3176884025188,31.3176884025188
43,4,21.7772380288687,23.9549618317556,25.043823733199,32.665857043303,32.665857043303
44,4,20.1559014527196,22.1714915979916,23.1792866706276,30.2338521790795,30.2338521790795
45,4,19.1442623164574,21.0586885481031,22.015901663926,28.7163934746861,28.7163934746861
46,4,19.1197127474102,21.0316840221513,21.9876696595218,28.6795691211154,28.6795691211154
47,4,21.4107015427192,23.5517716969912,24.6223067741271,32.1160523140789,32.1160523140789
48,4,20.8194587846911,22.9014046631602,23.9423776023948,31.2291881770367,31.2291881770367
49,4,17.6465306350715,19.4111836985786,20.2935102303322,26.4697959526072,26.4697959526072
50,4,20.1134473508025,22.1247920858827,23.1304644534228,30.1701710262037,30.1701710262037
1,5,18.4601998641139,20.3062198505253,21.229229843731,27.6902997961709,27.6902997961709
2,5,21.2713166092103,23.3984482701314,24.4620141005919,31.9069749138155,31.9069749138155
3,5,20.1453928400588,22.1599321240647,23.1672017660676,30.2180892600882,30.2180892600882
4,5,20.0726063426721,22.0798669769393,23.0834972940729,30.1089095140081,30.1089095140081
5,5,18.3789407297571,20.2168348027328,21.1357818392206,27.5684110946356,27.5684110946356
6,5,23.6149002626253,25.9763902888879,27.1571353020191,35.422350393938,35.422350393938
7,5,18.3697785085396,20.2067563593936,21.1252452848205,27.5546677628094,27.5546677628094
8,5,16.6939274667022,18.3633202133724,19.1980165867075,25.0408912000533,25.0408912000533
9,5,27.4109614967274,30.1520576464002,31.5226057212366,41.1164422450912,41.1164422450912
10,5,17.7494192445502,19.5243611690053,20.4118321312328,26.6241288668254,26.6241288668254
11,5,17.0931350399428,18.802448543937,19.6571052959342,25.6397025599141,25.6397025599141
12,5,26.2788494584811,28.9067344043292,30.2206768772533,39.4182741877216,39.4182741877216
13,5,22.0795234018004,24.2874757419804,25.3914519120704,33.1192851027005,33.1192851027005
14,5,21.5186269823594,23.6704896805954,24.7464210297133,32.2779404735391,32.2779404735391
15,5,12.7995457332699,14.0795003065969,14.7194775932604,19.1993185999049,19.1993185999049
16,5,17.0486604764426,18.7535265240868,19.605959547909,25.5729907146639,25.5729907146639
17,5,22.6736561597178,24.9410217756896,26.0747045836755,34.0104842395767,34.0104842395767
18,5,20.0454280356851,22.0499708392536,23.0522422410379,30.0681420535277,30.0681420535277
19,5,16.2600922239098,17.8861014463008,18.6991060574963,24.3901383358647,24.3901383358647
20,5,21.4464294323246,23.5910723755571,24.6633938471733,32.1696441484869,32.1696441484869
21,5,25.7702502841107,28.3472753125218,29.6357878267273,38.6553754261661,38.6553754261661
22,5,16.5223678125113,18.1746045937625,19.000722984388,24.783551718767,24.783551718767
23,5,22.6907398424512,24.9598138266963,26.0943508188189,34.0361097636768,34.0361097636768
24,5,17.1593206004849,18.8752526605333,19.7332186905576,25.7389809007273,25.7389809007273
25,5,20.1093466568061,22.1202813224867,23.125748655327,30.1640199852092,30.1640199852092
26,5,15.9762571463916,17.5738828610307,18.3726957183503,23.9643857195873,23.9643857195873
27,5,18.6356454910262,20.4992100401288,21.4309923146801,27.9534682365393,27.9534682365393
28,5,22.3139131621079,24.5453044783187,25.6610001364241,33.4708697431618,33.4708697431618
29,5,16.487746881308,18.1365215694388,18.9609089135042,24.731620321962,24.731620321962
30,5,21.7531188565384,23.9284307421923,25.0160866850192,32.6296782848077,32.6296782848077
31,5,20.1121294701723,22.1233424171895,23.1289488906981,30.1681942052584,30.1681942052584
32,5,17.2624869695259,18.9887356664785,19.8518600149547,25.8937304542888,25.8937304542888
33,5,25.9762863390478,28.5739149729526,29.872729289905,38.9644295085717,38.9644295085717
34,5,20.3859655676925,22.4245621244618,23.4438604028464,30.5789483515388,30.5789483515388
35,5,18.7759326170299,20.6535258787329,21.5923225095843,28.1638989255448,28.1638989255448
36,5,27.6288368275354,30.3917205102889,31.7731623516657,41.4432552413031,41.4432552413031
37,5,14.9860110120613,16.4846121132675,17.2339126638705,22.479016518092,22.479016518092
38,5,13.7870572672738,15.1657629940012,15.8551158573649,20.6805859009108,20.6805859009108
39,5,18.2059336171354,20.0265269788489,20.9368236597057,27.3089004257031,27.3089004257031
40,5,22.5822469791178,24.8404716770296,25.9695840259855,33.8733704686768,33.8733704686768
41,5,30.103155119606,33.1134706315666,34.6186283875469,45.1547326794091,45.1547326794091
42,5,23.5632694107546,25.91959635183,27.0977598223677,35.3449041161318,35.3449041161318
43,5,19.5227260399747,21.4749986439722,22.4511349459709,29.2840890599621,29.2840890599621
44,5,20.3656826535592,22.4022509189151,23.4205350515931,30.5485239803388,30.5485239803388
45,5,24.249582938534,26.6745412323874,27.887020379314,36.3743744078009,36.3743744078009
46,5,20.1037079794593,22.1140787774053,23.1192641763782,30.155561969189,30.155561969189
47,5,26.3967040539286,29.0363744593214,30.3562096620178,39.5950560808928,39.5950560808928
48,5,23.6286319396276,25.9914951335903,27.1729267305717,35.4429479094414,35.4429479094414
49,5,20.5421292484424,22.5963421732866,23.6234486357087,30.8131938726635,30.8131938726635
50,5,13.2937253757873,14.6230979133661,15.2877841821554,19.940588063681,19.940588063681
1,6,22.3926701986868,24.6319372185555,25.7515707284898,33.5890052980302,33.5890052980302
2,6,15.0567163287025,16.5623879615727,17.3152237780078,22.5850744930537,22.5850744930537
3,6,17.13131976124,18.844451737364,19.701017725426,25.69697964186,25.69697964186
4,6,24.2191539263825,26.6410693190207,27.8520270153398,36.3287308895737,36.3287308895737
5,6,20.8257783557308,22.9083561913039,23.9496451090904,31.2386675335962,31.2386675335962
6,6,19.8042016515221,21.7846218166744,22.7748318992505,29.7063024772832,29.7063024772832
7,6,17.2416883086843,18.9658571395527,19.8279415549869,25.8625324630265,25.8625324630265
8,6,20.0972619617257,22.1069881578983,23.1118512559846,30.1458929425886,30.1458929425886
9,6,15.3488562385956,16.8837418624552,17.651184674385,23.0232843578934,23.0232843578934
10,6,14.8739142615404,16.3613056876944,17.1050014007714,22.3108713923106,22.3108713923106
11,6,21.8560987290837,24.041708601992,25.1345135384462,32.7841480936255,32.7841480936255
12,6,14.8236203807419,16.305982418816,17.0471634378531,22.2354305711128,22.2354305711128
13,6,14.3059540752906,15.7365494828197,16.4518471865842,21.4589311129359,21.4589311129359
14,6,18.732930709894,20.6062237808834,21.5428703163781,28.099396064841,28.099396064841
15,6,23.261982393905,25.5881806332955,26.7512797529907,34.8929735908575,34.8929735908575
16,6,26.5924245213658,29.2516669735023,30.5812881995706,39.8886367820486,39.8886367820486
17,6,30.0016626958914,33.0018289654806,34.5019121002751,45.0024940438371,45.0024940438371
18,6,19.2828770819543,21.2111647901498,22.1753086442475,28.9243156229315,28.9243156229315
19,6,20.0434840389088,22.0478324427997,23.0500066447451,30.0652260583632,30.0652260583632
20,6,18.0296974457222,19.8326671902944,20.7341520625805,27.0445461685833,27.0445461685833
21,6,20.5241675009431,22.5765842510374,23.6027926260845,30.7862512514146,30.7862512514146
22,6,22.7977199153611,25.0774919068972,26.2173779026652,34.1965798730416,34.1965798730416
23,6,28.3775646585881,31.2153211244469,32.6341993573763,42.5663469878822,42.5663469878822
24,6,18.1964711212038,20.0161182333242,20.9259417893844,27.2947066818057,27.2947066818057
25,6,26.7238908438977,29.3962799282874,30.7324744704823,40.0858362658465,40.0858362658465
26,6,19.0196262465015,20.9215888711517,21.8725701834767,28.5294393697523,28.5294393697523
27,6,18.3495277450167,20.1844805195184,21.1019569067692,27.5242916175251,27.5242916175251
28,6,21.1322961561284,23.2455257717412,24.3021405795477,31.6984442341926,31.6984442341926
29,6,26.1742472835114,28.7916720118625,30.1003843760381,39.261370925267,39.261370925267
30,6,19.9947117454317,21.9941829199748,22.9939185072464,29.9920676181475,29.9920676181475
31,6,16.1904404783845,17.8094845262229,18.6190065501422,24.2856607175767,24.2856607175767
32,6,16.461786428874,18.1079650717614,18.9310543932051,24.692679643311,24.692679643311
33,6,22.2130842756538,24.4343927032192,25.5450469170019,33.3196264134807,33.3196264134807
34,6,23.0388984842082,25.342788332629,26.4947332568394,34.5583477263123,34.5583477263123
35,6,19.0780829404924,20.9858912345416,21.9397953815662,28.6171244107385,28.6171244107385
36,6,19.6977740760449,21.6675514836494,22.6524401874517,29.5466611140674,29.5466611140674
37,6,30.3963049890609,33.435935487967,34.95575073742,45.5944574835913,45.5944574835913
38,6,30.9904939934296,34.0895433927726,35.6390680924441,46.4857409901445,46.4857409901445
39,6,18.7397583466191,20.613734181281,21.5507220986119,28.1096375199286,28.1096375199286
40,6,17.1754058839406,18.8929464723347,19.7517167665317,25.763108825911,25.763108825911
41,6,21.353768060803,23.4891448668833,24.5568332699234,32.0306520912045,32.0306520912045
42,6,22.0420873603795,24.2462960964174,25.3484004644364,33.0631310405692,33.0631310405692
43,6,16.943431040264,18.6377741442904,19.4849456963036,25.415146560396,25.415146560396
44,6,20.1902622840712,22.2092885124783,23.2188016266818,30.2853934261067,30.2853934261067
45,6,13.9984240503736,15.3982664554109,16.0981876579296,20.9976360755604,20.9976360755604
46,6,21.0775560751405,23.1853116826545,24.2391894864115,31.6163341127107,31.6163341127107
47,6,15.9328906779803,17.5261797457783,18.3228242796773,23.8993360169704,23.8993360169704
48,6,17.7029429507494,19.4732372458243,20.3583843933618,26.554414426124,26.554414426124
49,6,19.6653849714069,21.6319234685476,22.6151927171179,29.4980774571103,29.4980774571103
50,6,32.2317817671877,35.4549599439065,37.0665490322659,48.3476726507816,48.3476726507816
1,7,23.3652661894339,25.7017928083773,26.870056117849,35.0478992841509,35.0478992841509
2,7,16.2693866952527,17.8963253647779,18.7097946995406,24.404080042879,24.404080042879
3,7,15.9876265417056,17.5863891958762,18.3857705229615,23.9814398125585,23.9814398125585
4,7,17.1545643212584,18.8700207533842,19.7277489694471,25.7318464818876,25.7318464818876
5,7,22.2869497250398,24.5156446975438,25.6299921837958,33.4304245875597,33.4304245875597
6,7,18.2612919619143,20.0874211581057,21.0004857562014,27.3919379428714,27.3919379428714
7,7,22.2516907251733,24.4768597976906,25.5894443339492,33.3775360877599,33.3775360877599
8,7,16.4928984064421,18.1421882470863,18.9668331674084,24.7393476096631,24.7393476096631
9,7,19.8829812770371,21.8712794047409,22.8654284685927,29.8244719155557,29.8244719155557
10,7,21.9043273182834,24.0947600501117,25.1899764160259,32.8564909774251,32.8564909774251
11,7,22.7902834324909,25.0693117757399,26.2088259473645,34.1854251487363,34.1854251487363
12,7,16.6372435729516,18.3009679302467,19.1328301088943,24.9558653594274,24.9558653594274
13,7,25.5763630473679,28.1339993521047,29.4128175044731,38.3645445710519,38.3645445710519
14,7,20.0460440054253,22.0506484059678,23.0529506062391,30.069066008138,30.069066008138
15,7,14.1540936574715,15.5695030232186,16.2772077060922,21.2311404862072,21.2311404862072
16,7,18.1184893026422,19.9303382329064,20.8362626980386,27.1777339539633,27.1777339539633
17,7,25.6571707284561,28.2228878013018,29.5057463377246,38.4857560926842,38.4857560926842
18,7,18.6127776381008,20.4740554019109,21.4046942838159,27.9191664571512,27.9191664571512
19,7,25.198028501555,27.7178313517105,28.9777327767882,37.7970427523325,37.7970427523325
20,7,24.6926294372833,27.1618923810116,28.3965238528758,37.0389441559249,37.0389441559249
